tag_name,cosine_similarity
Putin's gold,0.6518
russia-ukraine relations,0.5520
official gold reserves,0.4991
ukraine,0.4965
war,0.4717
ukraine conflict,0.4677
gold,0.4497
war,0.4484
russia,0.4197
military spending,0.4088
defense expenditures,0.4008
ukrainian president,0.3874
military-spending,0.3767
corruption,0.3693
corruption,0.3627
russia,0.3627
ukraine,0.3582
economy,0.3576
ukraine,0.3558
zelensky,0.3494
ukraine,0.3200
oil and petrol purchases,0.3142
war,0.3073
funding,0.3069
economic aid,0.2967
budget deficit,0.2810
conflict,0.2775
reconstruction,0.2679
corruption scandal,0.2638
efficiency,0.2425
diesel oil trade,0.2384
tragedy,0.2325
war,0.2299
financing,0.2222
industrial,0.2184
economy,0.2178
costs,0.2112
cost,0.2096
expense,0.2079
politics,0.2017
money,0.1976
nuclear power,0.1966
conflict,0.1950
economic-impact,0.1872
weapons,0.1819
development,0.1801
economy,0.1783
military aid,0.1741
arms deal,0.1741
peace,0.1737
eu,0.1720
international-relations,0.1695
ukraine,0.1687
military,0.1678
resources,0.1669
economics,0.1658
fuel purchases,0.1652
economic,0.1650
war,0.1624
Sudanese air force,0.1584
profit,0.1510
world ranking,0.1477
foreign-exchange,0.1468
soldiers,0.1444
economics,0.1399
costs,0.1356
funny facts,0.1292
invasion,0.1275
politics,0.1252
energy,0.1232
success<|/im_start|>,0.1165
finance,0.1108
equipment,0.1067
offensive,0.0978
cold,0.0977
problems,0.0888
free-extension,0.0873
science,0.0869
development,0.0865
construction,0.0829
quote,0.0814
usa,0.0778
treatment,0.0775
washington,0.0773
excuses,0.0758
elimination,0.0720
plane transport,0.0695
cia,0.0691
wounded,0.0582
support,0.0581
treatement,0.0567
ammunition,0.0538
expedition,0.0521
philosophy,0.0492
reparations,0.0295
damage,0.0180
seymour hersh quote,0.0152
hot,-0.0023
interesting,-0.0334
