tag_name,cosine_similarity
pensions,0.4814
pensions,0.4561
Ukraine,0.4433
pensions,0.4251
refugees,0.4164
pensions,0.3996
corruption,0.3816
poland,0.3579
poland,0.3540
migration,0.3440
finances,0.3305
vat,0.3261
tax,0.3222
pensions,0.3097
tax,0.2986
fraud,0.2923
emigration,0.2767
spending,0.2747
corruption,0.2733
immigration,0.2731
population,0.2726
economy,0.2592
donation,0.2566
ukraine,0.2557
refugees,0.2433
mafia,0.2387
scandal,0.2339
politics,0.2121
corruption,0.2091
hiring,0.2082
taxes,0.2057
economy,0.2020
finance,0.1954
corruption,0.1953
war,0.1695
war,0.1694
blood,0.1659
immigration,0.1613
mafia,0.1566
system,0.1551
Economy,0.1477
remittances,0.1261
finance,0.1171
court,0.1019
economy,0.0894
Politics,0.0876
budget,0.0864
economy,0.0851
power,0.0689
control,0.0658
loss,-0.0228
