tag_name,cosine_similarity
corruption,0.4624
police,0.4091
corruption,0.3944
police,0.3897
scams,0.3871
fraud,0.3803
police,0.3556
corruption,0.3524
corruption,0.3454
fraud,0.3428
justice,0.3423
police,0.3390
corruption,0.3359
justice,0.3246
corruption,0.3103
crime,0.3000
fraud,0.2995
mafia,0.2865
scam,0.2776
scandal,0.2765
fraud,0.2743
scandal,0.2670
scams,0.2660
politics,0.2572
surveillance,0.2522
corruption,0.2444
fraud,0.2196
crime,0.2184
compensation,0.2135
finance,0.2098
finance,0.2068
responsibility,0.1971
failure,0.1797
finance,0.1632
economy,0.1587
system,0.0874
