tag_name,cosine_similarity
influencers,0.4685
celebrities,0.4597
socialmedia,0.4284
influencers,0.4157
conversation,0.3972
marketing,0.3970
scandal,0.3615
teenagers,0.3479
woman,0.3367
audience,0.3345
success,0.3178
pause,0.2983
interruption,0.2875
shareholders,0.2820
influencers,0.2760
politics,0.2592
wealth,0.2584
hollywood,0.2498
business,0.2447
investment,0.2421
influence,0.2155
influence,0.2150
secrets,0.2150
economics,0.2106
fame,0.2077
popularity,0.2058
stardom,0.2034
media,0.1992
citizens,0.1903
money,0.1846
pedophilia,0.1732
ceo,0.1648
myth,0.1553
wealth,0.1550
science,0.1529
europe,0.1452
scandal,0.1450
seduction,0.1414
sexualization,0.1247
influencers,0.1085
status,0.1050
wealth,0.1034
power,0.0900
brand,0.0712
beauty,0.0549
