tag_name,cosine_similarity
russia,0.5228
ukraine,0.5016
war,0.4452
racism,0.4307
racism,0.4159
economy,0.3856
missiles,0.3490
Ukraine,0.3412
crime,0.3100
weapons,0.3041
violence,0.3024
conflict,0.2842
politics,0.2754
pause,0.2621
corruption,0.2558
finance,0.2448
economy,0.2387
economy,0.2374
economics,0.2333
robbery,0.2176
corporations,0.2109
greeting,0.2006
immigration,0.1893
policing,0.1825
realestate,0.1819
military,0.1759
security,0.1601
poverty,0.1563
media,0.1561
racial,0.1458
admiration,0.1206
media,0.0437
floyd,0.0337
