tag_name,cosine_similarity
investment,0.4650
inflation,0.4497
stocks,0.4268
crisis,0.4169
investment,0.4007
finance,0.3824
investment,0.3798
investment,0.3681
cash,0.3629
billionaire,0.3583
investment,0.3540
finance,0.3532
billion,0.3506
billion,0.3459
cash,0.3345
fear,0.3137
prediction,0.2878
wealth,0.2711
debt,0.2692
prediction,0.2522
economics,0.2455
finance,0.2348
money,0.2308
war,0.2228
money,0.2173
money,0.2156
invest,0.1747
costs,0.1735
collapse,0.1591
buffett,0.1525
prediction,0.1385
government,0.0864
age,0.0442
