tag_name,cosine_similarity
ukraine,0.4776
farmers,0.4475
ukraine,0.4139
poland,0.3776
protest,0.3659
poland,0.3632
economics,0.3599
union,0.3362
carriers,0.3269
taxes,0.3248
economy,0.3137
russia,0.3027
limits,0.2854
eu,0.2844
miners,0.2841
protest,0.2821
business,0.2772
protests,0.2717
competition,0.2669
eu,0.2622
politics,0.2501
limits,0.2403
transport,0.2331
competition,0.2324
corruption,0.2253
corruption,0.2113
strike,0.2100
business,0.2094
economy,0.2037
transport,0.2014
economics,0.1971
eu,0.1776
crime,0.1765
europe,0.1742
war,0.1684
economy,0.1645
business,0.1142
sovereignty,0.0939
taxes,0.0883
aid,0.0565
trade,0.0189
permits,-0.0148
