tag_name,cosine_similarity
inflation,0.5249
romance,0.4327
realestate,0.4172
awakening,0.4057
currency,0.3525
dreams,0.3525
inflation,0.3486
collapse,0.3369
market,0.3360
realestate,0.3064
mortgage,0.3048
realestate,0.3020
realestate,0.2951
housing,0.2806
economy,0.2766
emotion,0.2654
journalism,0.2647
finance,0.2631
economy,0.2515
heartbreak,0.2357
emotion,0.2225
finance,0.2148
housing,0.2098
media,0.2030
economy,0.2019
economy,0.1900
housing,0.1898
prices,0.1823
finance,0.1656
thinking,0.1539
shock,0.1501
betrayal,0.1246
caution,0.1089
