tag_name,cosine_similarity
inflation,0.6165
inflation,0.6112
inflation,0.6060
inflation,0.6057
inflation,0.6041
inflation,0.4816
inflation,0.4793
inflation,0.4525
economy,0.3993
globalization,0.3643
pandemic,0.3369
economy,0.3145
economy,0.3043
finance,0.2957
economy,0.2854
government,0.2830
economy,0.2654
economy,0.2314
pause,0.2245
health,0.2143
economy,0.2022
government,0.1946
statistics,0.1454
lies,0.1350
decision,0.1282
manipulation,0.1215
economy,0.0975
emotion,0.0739
uncertainty,0.0293
gdp,-0.0576
