tag_name,cosine_similarity
Tesla,0.5421
billionaires,0.4921
stock market,0.4404
china,0.4393
apple,0.3967
real estate,0.3861
businessdisruption,0.3395
companies,0.3259
industries,0.3139
investment,0.3133
forecasting,0.3093
investment,0.3040
wealth,0.3022
crisis,0.2983
money,0.2838
demand,0.2747
investment,0.2510
finance,0.2335
market心理学,0.2326
investment,0.2174
factory,0.2132
trendiness,0.2078
China,0.2020
valuation,0.1922
cold reasoning,0.1738
irrational,0.1701
money,0.1623
factories,0.1597
valuation,0.1590
trade,-0.0015
