tag_name,cosine_similarity
inflation,0.6165
inflation,0.6112
inflation,0.6057
inflation,0.6041
inflation,0.4816
inflation,0.4793
inflation,0.4525
economy,0.3993
globalization,0.3643
magic,0.3550
debt,0.3406
pandemic,0.3369
poland,0.3220
sustainability,0.3155
macroeconomics,0.3050
economy,0.3043
economics,0.2934
economy,0.2654
economicstate,0.2518
nooption,0.2430
break,0.2414
economics,0.2376
economy,0.2022
government,0.1946
economics,0.1431
manipulation,0.1215
sciencefiction,0.0693
lying,0.0656
understanding,0.0622
uncertainty,0.0293
