tag_name,cosine_similarity
Ukraine,0.5467
russian-ukraine-conflict,0.5010
war,0.4717
gold,0.4497
war_economics,0.4327
russia,0.4197
russia,0.4033
Ukraine,0.3982
corruption,0.3693
corruption,0.3627
warfare,0.3597
economics,0.3465
economy,0.3317
billions,0.2776
economic_tragedy,0.2742
reconstruction,0.2679
costs,0.2633
society,0.2528
russian_academy_of_sciences,0.2256
impact,0.2103
money,0.1940
budget,0.1653
money,0.1361
costs,0.1356
economics,0.1345
energy,0.1232
donations,0.1221
finance,0.1219
pressure,0.1009
intelligence,0.0803
