tag_name,cosine_similarity
russia,0.4720
currency,0.4627
militarystrategy,0.4516
globalization,0.4506
russia,0.4440
war,0.4394
russia,0.4082
russia,0.3951
sanctions,0.3887
economy,0.3302
debt,0.3221
russia,0.3132
independence,0.3113
russia,0.3057
internationalcooperation,0.2945
economy,0.2697
sanctions,0.2617
Africa,0.2578
economy,0.2426
industrialization,0.2308
economy,0.2236
reserves,0.1957
newunion,0.1946
military,0.1933
war,0.1928
economy,0.1810
mining,0.1808
resources,0.1781
economics,0.1780
war,0.1685
increase,0.1664
strategy,0.1638
power,0.1596
penalties,0.1298
finance,0.1296
comparison,0.1080
