tag_name,cosine_similarity
inflation,0.5249
romance,0.4327
realestate,0.4172
awakening,0.4057
dream,0.3581
currency,0.3525
market,0.3360
economy,0.2955
real_estate,0.2796
emotions,0.2791
breakdown,0.2690
financial_decisions,0.2517
economy,0.2515
rents,0.2449
real estate,0.2436
heartbreak,0.2357
economics,0.2351
love,0.2261
housing,0.2154
finance,0.2148
interview,0.2105
investment,0.2072
media,0.2030
pain,0.2019
economy,0.2019
banking,0.1923
thoughts,0.1876
housing_prices,0.1860
emotions_and_mood,0.1853
prices,0.1823
residentialproperty,0.1782
betrayal,0.1246
loan,0.1026
