tag_name,cosine_similarity
investing,0.4397
crisis,0.4169
investment,0.4147
investments,0.4060
investments,0.4026
investing,0.3801
investment,0.3681
cash,0.3629
billionaire,0.3583
investment,0.3540
finance,0.3532
cashflows,0.3069
economic-collapse,0.2956
prediction,0.2878
capital,0.2860
dollars,0.2712
money,0.2564
money,0.2488
cash,0.2420
profits,0.2373
banking,0.2326
money,0.2308
money,0.2173
money,0.2156
budget,0.2063
investment,0.2028
Buffett,0.1985
money,0.1956
economy,0.1494
warfare,0.1418
prediction,0.1385
assets,0.1021
hope,0.1001
