tag_name,cosine_similarity
constitution,0.1794
money,0.2557
experts,0.2763
banks,0.1736
refugees,0.2582
covid,0.2247
realestate,0.0442
power,0.2069
threat,0.2943
war,0.3582
europeanunion,0.1917
crisis,0.3821
finance,0.3013
bitcoin,0.1365
pandemic,0.3307
government,0.3464
pressure,0.1556
regulations,0.2122
mariusz,0.1797
forecasts,0.3436
expert,0.1707
politics,0.4829
conflict,0.3222
economist,0.3847
protests,0.3363
speculation,0.2236
authorities,0.3101
economics,0.4123
corruption,0.3815
virus,0.1933
covid19,0.2249
losses,0.1665
decisions,0.2639
inflation,0.3217
economy,0.3668
china,0.1550
predictions,0.3331
views,0.0992
