tag_name,cosine_similarity
covid-19,0.2521
experts,0.2763
cryptocurrency,0.2041
banks,0.1736
covid,0.2247
safety,0.2024
war,0.3582
finance,0.3013
bitcoin,0.1365
pandemic,0.3307
government,0.3464
regulations,0.2122
mariusz,0.1797
media,0.2763
forecasts,0.3436
politics,0.4829
conflict,0.3222
speculation,0.2236
ukraine,0.2944
economics,0.4123
corruption,0.3815
law,0.1897
decisions,0.2639
globalevents,0.2082
inflation,0.3217
economy,0.3668
freedom,0.2416
china,0.1550
predictions,0.3331
rights,0.1587
