tag_name,cosine_similarity
forecasts,0.5492
bitcoin,0.4717
forecasts,0.4666
war,0.4457
poland,0.4178
elections,0.4117
sheep,0.3796
virus,0.3774
radio,0.3606
optimism,0.3569
information,0.3535
pandemic,0.3453
politics,0.3423
business,0.3298
earnings,0.3239
audition,0.3214
vaccines,0.3206
experts,0.3205
regulations,0.3119
governments,0.3096
perspectives,0.3093
european,0.3006
unpredictability,0.2957
prediction,0.2950
inflation,0.2938
music,0.2868
economist,0.2790
eu,0.2782
authorities,0.2774
corporations,0.2772
music,0.2728
governments,0.2670
threat,0.2570
economy,0.2556
safety,0.2496
government,0.2445
prohibitions,0.2391
speculation,0.2150
media,0.2115
funds,0.2105
economist,0.2078
finance,0.2005
real_estate,0.2002
corruption,0.1971
peace,0.1943
economy,0.1931
events,0.1900
pandemic,0.1834
law,0.1790
economy,0.1750
wars,0.1683
money,0.1602
experts,0.1560
facts,0.1516
complexity,0.1400
economist,0.1343
science,0.1318
break,0.1253
politics,0.1162
power,0.1158
constitution,0.1133
china,0.1077
documentation,0.1011
documentation,0.0993
contracts,0.0993
facts,0.0819
economy,0.0710
verification,0.0445
damage,0.0263
