tag_name,cosine_similarity
russia,0.4722
currency,0.4627
war,0.4394
russia,0.4163
Russia,0.4004
sanctions,0.3887
strength,0.3455
economy,0.3302
debt,0.3221
union,0.3215
russia,0.2962
economy,0.2699
economy,0.2697
sanctions,0.2617
Africa,0.2578
economy,0.2426
economics,0.2400
oil,0.2301
power,0.2159
money,0.2082
wars,0.1976
military,0.1933
war,0.1928
gold,0.1916
brazil,0.1907
economy,0.1810
resources,0.1781
profits,0.1752
war,0.1685
credit,0.1526
isolation,0.1349
war,0.1227
mines,0.0995
power,0.0661
indicators,0.0599
trade,-0.0107
