tag_name,cosine_similarity
knowledge,0.4810
knowledge,0.4736
management,0.4085
teaching,0.4062
business,0.3975
teaching,0.3868
economy,0.3613
university,0.3593
experience,0.2661
education,0.2642
expertise,0.2603
professor,0.2483
politics,0.2397
media,0.2355
education,0.2231
industries,0.2068
criticism,0.2053
books,0.2009
politics,0.2002
university,0.1878
radio,0.1767
motto,0.1402
effort,0.1374
books,0.1366
manual,0.1291
satisfaction,0.1110
broadcast,0.0981
secrets,0.0635
value,0.0441
theses,0.0182
