tag_name,cosine_similarity
inflation,0.4497
investing,0.4397
crisis,0.4169
investment,0.4147
investments,0.4060
investing,0.3982
stockmarket,0.3767
investment,0.3681
cash,0.3629
billionaire,0.3583
investment,0.3540
fear,0.3137
cash,0.3054
economic-collapse,0.2956
prediction,0.2878
wealth,0.2711
capital,0.2690
money,0.2564
capital,0.2468
cash,0.2420
profits,0.2373
costs,0.2236
war,0.2228
reasons,0.2225
investments,0.2196
money,0.2156
budget,0.2063
costs,0.1735
government_debt,0.1735
economy,0.1494
prediction,0.1385
Buffett,0.1381
warren_buffett,0.1332
