tag_name,cosine_similarity
inflation,0.5563
inflation,0.5284
inflation,0.5136
inflation,0.4537
poland,0.4452
zloty,0.4331
inflation,0.4103
inflation,0.4037
inflation,0.3926
inflation,0.3916
poland,0.3906
currency,0.3764
inflation,0.3587
economy,0.3321
economy,0.3113
sejm,0.3076
business,0.3027
rates,0.2892
debt,0.2870
economy,0.2812
economy,0.2802
currency,0.2782
stability,0.2475
economy,0.2359
deflation,0.2276
elections,0.2180
normalization,0.2143
investors,0.1838
economy,0.1836
banks,0.1804
charts,0.1767
tradebalance,0.1655
politics,0.1530
politics,0.1271
risk,0.1156
data,0.0105
