tag_name,cosine_similarity
radio,0.5430
world,0.4344
world,0.4344
world,0.4344
world,0.4344
world,0.4344
world,0.4344
world,0.4344
ideology,0.4203
witcher,0.4111
woke,0.3987
movies,0.3773
movie,0.3726
film,0.3712
end,0.3656
film,0.3569
trilogy,0.3522
cinema,0.3365
film,0.3245
film,0.3195
propaganda,0.3179
movies,0.3170
ideology,0.3153
world,0.3049
ideology,0.3040
reviews,0.3018
end,0.2946
end,0.2946
end,0.2946
end,0.2946
end,0.2946
end,0.2946
apocalypse,0.2785
series,0.2762
viewers,0.2681
economy,0.2616
entertainment,0.2582
endtimes,0.2553
racism,0.2501
oppression,0.2483
hollywood,0.2451
film,0.2406
gender,0.2357
power,0.2344
industry,0.2299
cinema,0.2247
rating,0.2224
culture,0.2091
economics,0.2089
media,0.2017
nominations,0.1917
station,0.1884
billion,0.1795
location,0.1762
payview,0.1700
critics,0.1655
hits,0.1652
repetition,0.1627
repetition,0.1627
repetition,0.1627
repetition,0.1627
repetition,0.1627
repetition,0.1627
repetition,0.1627
power,0.1573
tv,0.1535
investments,0.1526
repetition,0.1493
opinions,0.1491
finance,0.1374
political,0.1352
earnings,0.1333
money,0.1283
ideology,0.1274
ideology,0.1257
investment,0.1215
money,0.1074
rebellion,0.1069
race,0.0980
modesty,0.0893
percentage,0.0694
dollars,0.0593
finance,0.0572
industry,0.0516
