tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
wages,0.5226,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
minimumwage,0.4301,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
capitalism,0.3645,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
economy,0.3211,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
economics,0.3106,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
earnings,0.2852,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
poland,0.2847,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
bangladesh,0.2758,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
slavery,0.2635,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
civilization,0.2440,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
pension,0.2360,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
europe,0.2220,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
unions,0.2216,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
negotiation,0.1847,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
discontent,0.1719,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
polish,0.1707,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
corporation,0.1677,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
demonstrations,0.1612,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
work,0.1597,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
eu,0.1576,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
trade_union,0.1575,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
intermediaries,0.1503,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
government,0.1459,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
power,0.1277,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
history,0.1248,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
ethics,0.1120,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
politics,0.1113,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
population,0.0999,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
media,0.0766,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
movies,0.0715,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
strikes,0.0672,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
scandal,0.0643,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
farmer,0.0499,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
internet,0.0485,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
canada,0.0427,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
continue,0.0389,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
police,0.0387,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
newssource,0.0342,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
injuries,0.0309,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
crisis,0.0284,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
riches,-0.0030,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
action,-0.0350,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
break,-0.0358,5.994590049204241e-13,0.05381165919282511,0.002994011976047904,0.04484304932735426,-0.5153632760047913
