tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
refugees,0.4963,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
migrants,0.3871,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
germany,0.3636,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
migration,0.2980,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
privileges,0.2754,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
polonia,0.2533,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
racism,0.2297,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
crime,0.2159,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
subsidies,0.2121,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
economy,0.2067,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
crimes,0.2015,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
free_accommodation,0.1987,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
politics,0.1859,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
payments,0.1709,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
government,0.1542,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
employment,0.1348,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
economic_divide,0.1157,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
aid,0.0991,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
offensive,0.0905,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
statistics,0.0702,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
comparison,0.0687,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
cultural差异,0.0567,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
invitation,0.0558,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
inequality,0.0529,1.8196071742579415e-14,0.044444444444444446,0.0024752475247524753,0.03950617283950617,-0.43254464864730835
