tag_name,cosine_similarity
forecasts,0.4852
forecasting,0.4578
forecast,0.3986
economics,0.2984
prediction,0.2940
finance,0.2697
predictions,0.2654
optimism,0.2424
real estate,0.2407
business,0.2389
real-estate,0.2383
politics,0.2342
influence,0.2335
management,0.2294
realestate,0.2289
economy,0.2289
crisis,0.2250
expertise,0.2153
investment,0.2065
warnings,0.2049
speculation,0.1992
governments,0.1937
critical-analysis,0.1879
experts,0.1800
industry,0.1784
banking,0.1783
cryptocurrency,0.1772
critique,0.1772
market,0.1695
government,0.1655
documentation,0.1593
warning,0.1554
documentary,0.1543
documented,0.1504
intelligence,0.1469
media,0.1453
history,0.1453
talks,0.1430
corporation,0.1416
earnings,0.1401
money,0.1305
warfare,0.1266
promotion,0.1235
discussion,0.1214
communication,0.1175
profit,0.1173
pressure,0.1102
doubts,0.1035
facts,0.0904
attention,0.0867
disagreement,0.0806
crypto,0.0803
attack,0.0749
china,0.0713
sheep,0.0297
shepherd,-0.0119
forgiveness,-0.0199
thority,-0.0237
