tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
artificial_intelligence,0.3947,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
corruption,0.3342,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
artificial,0.2705,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
automation,0.2467,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
intelligence,0.2440,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
theft,0.2403,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
computers,0.2126,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
city-council,0.2125,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
politics,0.1889,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
risk_management,0.1845,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
wisdom,0.1745,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
councilors,0.1736,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
optimization,0.1693,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
ai-tool,0.1684,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
security,0.1632,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
complication,0.1488,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
ai,0.1378,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
dataleakage,0.1335,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
corporation,0.1271,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
creative_works,0.1259,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
comparison,0.1212,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
approval,0.0956,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
shortest_time,0.0784,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
GPT,0.0732,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
legal,0.0730,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
math,0.0715,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
mathematicalModels,0.0565,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
breaks,0.0157,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
invitation,-0.0023,2.1824539558148846e-13,0.06231742940603701,0.00975609756097561,0.05647517039922104,-0.3721320629119873
