tag_name,cosine_similarity,bleu,rouge-1,rouge-2,rouge-L,bertscore
heatpumps,0.3438,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
industry,0.3132,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
innovation,0.3068,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
corruption,0.2934,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
political-regulation,0.2793,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
economics,0.2275,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
technology,0.1913,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
business,0.1834,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
strategy,0.1789,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
regulations,0.1681,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
mega_business,0.1401,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
development,0.1142,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
bribery,0.1108,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
time,0.0946,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
introduction,0.0724,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
history,0.0701,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
data,0.0699,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
officials,0.0373,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
riches,0.0294,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
emotions,0.0107,3.413381850158773e-15,0.041504539559014265,0.005201560468140443,0.03372243839169909,-0.34115445613861084
