tag_name,cosine_similarity
ukraine,0.4965
war,0.4717
gold,0.4497
war,0.4484
ukraine,0.4393
russia,0.4281
Ukraine,0.3982
corruption,0.3693
corruption,0.3627
economics,0.3465
war,0.3408
ukraine,0.3200
war,0.3073
russia,0.2923
reconstruction,0.2679
society,0.2528
efficiency,0.2425
finances,0.2286
economy,0.2178
corruption,0.2024
economy,0.1785
economy,0.1760
ukraine,0.1687
budget,0.1653
corruption,0.1598
politics,0.1252
energy,0.1232
finance,0.1108
luxury,0.1098
nuclear,0.1051
defense,0.0920
conflict,0.0853
