tag_name,cosine_similarity
artificialintelligence,0.5150
artificialintelligence,0.5106
artificialintelligence,0.4903
artificialintelligence,0.4601
watertheft,0.3601
samsung,0.3406
AI,0.3246
automation,0.3156
water,0.3080
corruption,0.3013
data_leakage,0.2824
gpt,0.2568
accessibility,0.2389
economics,0.2236
corruption,0.2213
governance,0.2018
theft,0.1932
ai,0.1893
lawmaking,0.1874
optimization,0.1836
politics,0.1787
politics,0.1744
ethics,0.1692
security,0.1669
government,0.1607
gpt,0.1577
automation,0.1548
creativity,0.1529
future,0.1477
authorities,0.1345
ethics,0.1153
ethics,0.1136
ai,0.0981
ai,0.0955
law,0.0379
