tag_name,cosine_similarity
Ukraine,0.5066
Ukraine,0.5022
PolandUkraine,0.4955
poland,0.3776
poland,0.3759
elections,0.3727
protest,0.3659
poland,0.3632
economics,0.3599
union,0.3362
Ukraine,0.3342
restrictions,0.3149
economy,0.3137
eu,0.2844
Ukraine_Poland,0.2819
business,0.2772
protests,0.2717
competition,0.2669
eu,0.2622
agriculture,0.2546
politics,0.2501
transport,0.2420
transportation,0.2409
economy,0.2330
border,0.2268
politics,0.2239
european\_commission,0.2158
politics,0.2113
economy,0.2037
Business,0.1955
entrepreneurship,0.1936
crime,0.1765
economy,0.1645
Economy,0.1561
Healthcare_Costs,0.1542
government,0.1131
introspection,0.1125
discussion,0.0967
Business,0.0886
politics,0.0741
Comparison,0.0573
Miracle,0.0534
