tag_name,cosine_similarity
russia,0.5228
ukraine,0.5016
racism,0.4307
racism,0.4159
economy,0.3856
racism,0.3780
mariusz,0.3708
discrimination,0.3623
war,0.3125
crime,0.3100
theft,0.2985
corporate_crisis,0.2843
conflict,0.2842
politics,0.2754
break,0.2747
beauty,0.2741
missiles,0.2706
america,0.2471
economy,0.2462
finance,0.2448
economy,0.2374
military_conflict,0.2247
safety,0.2198
ethics,0.2151
usa,0.1918
immigration,0.1893
realestate,0.1819
police,0.1774
america,0.1754
usa,0.1739
security,0.1601
poverty,0.1563
politics,0.1278
