tag_name,cosine_similarity
china,0.5069
stocks,0.4775
china,0.4414
China,0.4252
china,0.4206
stocks,0.4057
china,0.3993
bankruptcy,0.3981
investment,0.3917
china,0.3835
china,0.3788
finance,0.3698
construction,0.3632
china,0.3325
China,0.3299
evergrande,0.3221
china,0.3216
realestate,0.3108
realestate,0.2938
market,0.2915
realestate,0.2868
economy,0.2799
realestate,0.2777
housing,0.2646
debt,0.2642
debt,0.2600
corruption,0.2130
evergrande,0.2115
economy,0.2027
culture,0.1431
communism,0.1422
development,0.1297
corruption,0.0944
government,0.0865
politics,0.0795
face_saving,0.0659
construction,0.0483
control,0.0128
