tag_name,cosine_similarity
pensions,0.4814
pensions,0.4561
Ukraine,0.4433
pensions,0.4251
SocialSecurity,0.4157
Ukraine,0.4053
vat,0.3842
corruption,0.3816
ukraine,0.3703
ukraine,0.3654
ukraine,0.3542
poland,0.3497
usa_ukraine,0.3465
migration,0.3440
Poland,0.3386
tax,0.3222
Ukraine,0.3051
tax,0.2986
fraud,0.2923
debt,0.2800
pension_system,0.2795
corruption,0.2733
immigration,0.2731
finances,0.2637
economy,0.2592
welfare_system,0.2365
immigration,0.2255
offshoring,0.2224
war_aid,0.2217
politics,0.2121
corruption,0.2091
taxes,0.2057
migration,0.1939
finance,0.1880
social_security,0.1837
children,0.1705
war,0.1694
economics,0.1590
politics,0.1555
smuggling,0.1423
migration,0.1181
finance,0.1171
crime,0.1047
politics,0.1041
mothers,0.0909
economy,0.0894
immigration,0.0861
economy,0.0851
power,0.0689
control,0.0658
politics,0.0235
