tag_name,cosine_similarity
discussion,0.5487
science_fiction,0.4977
futurism,0.4827
rhetoric,0.4326
nutrition,0.3731
food,0.3705
c40cities,0.3529
fiction,0.2621
scifi,0.2556
knowledge,0.2539
religion,0.2490
moment,0.2476
religion,0.2473
sciencefiction,0.2467
fiction,0.2405
religion,0.2349
cult,0.2256
deception,0.2230
time,0.1983
absurdity,0.1945
scientology,0.1818
scientology,0.1797
self,0.1747
power,0.1263
rations,0.1244
economics,0.1128
media,0.1120
climatechange,0.1063
history,0.0721
danger,0.0610
control,0.0459
youthactivism,0.0431
environment,0.0371
