tag_name,cosine_similarity
screenwriters,0.6089
artificial intelligence,0.5237
writers,0.4189
script,0.4155
creativity,0.3853
education,0.3622
art,0.3571
artificial_intelligence,0.3466
education,0.3351
stock_market,0.3310
movie,0.2982
journalism,0.2951
competition,0.2887
motivation,0.2810
chatbot,0.2740
education,0.2695
education,0.2675
industrialrevolution,0.2661
Hollywood,0.2621
ai,0.2605
economics,0.2603
ai,0.2555
AI,0.2535
automation,0.2511
art,0.2302
data,0.2247
intelligence,0.2209
technology,0.2116
knowledge,0.1950
artificial,0.1893
socialsprawl,0.1856
labor_market,0.1818
economy,0.1734
automation,0.1727
investment,0.1577
ai,0.1485
success,0.1254
strike,0.1120
indifference,0.0839
