tag_name,cosine_similarity
pyramids,0.5851
Hamas,0.5061
Palestine,0.4311
israel,0.4148
Israel,0.3798
mujahideen,0.3766
Palestine,0.3659
islam,0.3603
israel,0.3598
hamas,0.3447
islam,0.3331
investment,0.3246
palestinian_autonomy,0.3015
economy,0.2802
war,0.2631
muslim,0.2565
intelligence,0.2488
martyrdom,0.2472
politics,0.2468
terrorism,0.2392
conflict,0.2045
conflict,0.1958
scam,0.1887
religion,0.1886
terrorism,0.1836
war,0.1780
zakat,0.1630
poverty,0.1540
economy,0.0970
conflict,0.0866
finance,0.0581
