tag_name,cosine_similarity
billionaires,0.4921
wealthloss,0.4917
china,0.4393
tesla,0.4153
billionaires,0.4137
tesla,0.4024
realestate,0.3991
apple,0.3967
investment,0.3903
stockmarket,0.3347
investment,0.3273
economy,0.3092
wealth,0.3022
finance,0.2986
crisis,0.2983
crisis,0.2882
price,0.2841
demand,0.2747
manhattan,0.2678
economics,0.2624
investment,0.2510
economy,0.2446
cryptocurrency,0.2355
finance,0.2329
coca-cola,0.2271
china,0.2186
manufacturing,0.2150
valuation,0.1922
government,0.1886
business_decline,0.1343
thirst,0.1115
psychology,0.0709
supply,0.0663
control,0.0540
cocacola,0.0095
tradewar,-0.0325
