tag_name,cosine_similarity
inflation,0.6673
inflation,0.6435
inflation,0.5912
inflation,0.5620
hyperinflation,0.5512
inflation,0.5464
inflation,0.5382
inflation,0.5168
inflation,0.5135
inflation,0.5129
inflation,0.5010
communism,0.4937
inflation,0.4883
inflation,0.4534
mariusz-stefaniak,0.4319
inflation,0.4215
debt,0.3801
poland,0.3757
globalization,0.3733
economy,0.3501
economy,0.3501
economy,0.3468
economy,0.3458
government\_debt,0.3362
corruption,0.3321
economics,0.3305
inflation,0.3230
business,0.3188
pandemic,0.3186
Poland,0.3067
debt,0.2939
independence,0.2866
economy,0.2818
economy,0.2800
central_bank,0.2758
economics,0.2754
communism,0.2717
economic_crisis,0.2679
policy,0.2621
central_banking,0.2510
economy,0.2441
finance,0.2434
finance,0.2434
warfare,0.2425
management,0.2346
economy,0.2324
economics,0.2304
finance,0.2229
music,0.2216
politics,0.2215
economy,0.2204
military,0.2170
money,0.2126
venezuela,0.2072
Venezuela,0.2070
politics,0.2046
economy,0.2029
debt,0.2007
data,0.1975
nato,0.1956
economics,0.1951
economics,0.1947
venezuela,0.1869
people,0.1855
economy,0.1805
economics,0.1797
economics,0.1793
incompetence,0.1751
broadcasting,0.1727
pub,0.1717
destruction,0.1712
economy,0.1692
economy,0.1652
economics,0.1638
politics,0.1627
poverty,0.1622
politics,0.1587
economics,0.1564
economics,0.1543
spending,0.1543
manipulation,0.1464
control,0.1445
defense,0.1444
discontent,0.1424
economics,0.1357
influence,0.1301
Germany,0.1048
defense,0.0827
sovereignty,0.0689
human_rights,0.0681
uncertainty,0.0629
manipulation,0.0567
economics,0.0459
management,0.0201
safety,0.0185
gdp,-0.0672
