tag_name,cosine_similarity
russia,0.4720
currency,0.4627
russia,0.4440
war,0.4394
russia,0.4163
russia,0.4082
russia,0.3951
sanctions,0.3887
russia,0.3707
economy,0.3453
russia,0.3382
economy,0.3302
debt,0.3221
sanctions,0.3193
russia,0.3132
independence,0.3113
russia,0.3057
africa,0.2841
economy,0.2708
economy,0.2699
economy,0.2697
production,0.2499
economy,0.2426
economy,0.2401
war,0.2363
economy,0.2236
resources,0.2183
geopolitics,0.2051
military,0.1933
war,0.1928
economy,0.1810
resources,0.1781
war,0.1685
BRICS,0.1430
usa,0.1410
deception,0.0690
brics,0.0321
trade,-0.0107
