tag_name,cosine_similarity
Prigozhin,0.4807
russia,0.4329
russia,0.4276
ukraine,0.4031
corruption,0.4007
prigozhin,0.3879
putin,0.3812
corruption,0.3604
corruption,0.3480
russia,0.3354
russia,0.3136
corruption,0.3093
influence,0.2974
africa,0.2844
private_military,0.2581
smuggling,0.2331
minerals,0.2197
gold,0.2133
africa,0.2103
corruption,0.2098
aviation,0.2062
conflict,0.2046
politics,0.2000
politics,0.1858
wagner,0.1812
profit,0.1764
government,0.1761
mafia,0.1662
illegality,0.1657
politics,0.1540
Africa,0.1417
conflict,0.1178
finance,0.1173
power,0.0837
finance,0.0602
history,0.0504
