tag_name,cosine_similarity
billionaires,0.5317
tesla,0.4698
stocks,0.4400
china,0.4319
cinema,0.3956
wealth,0.3719
economy,0.3663
loss,0.3512
investment,0.3442
economy,0.3233
crisis,0.3180
stocks,0.3162
crisis,0.3142
value,0.3120
wealth,0.3025
culture,0.2975
billionaires,0.2911
movies,0.2909
books,0.2900
stocks,0.2823
economy,0.2792
value,0.2781
economy,0.2755
farewell,0.2737
investment,0.2717
greetings,0.2690
success,0.2649
crisis,0.2598
criticism,0.2520
radiostations,0.2507
economics,0.2466
money,0.2438
investors,0.2356
media,0.2341
government,0.2314
economics,0.2127
value,0.1818
fandom,0.1813
entertainment,0.1803
shares,0.1764
failure,0.1755
tolkien,0.1633
tensions,0.1580
industry,0.1541
disappointment,0.1479
valuation,0.1439
realty,0.1424
expectation,0.1414
investment,0.1391
losses,0.1373
dispute,0.1299
media,0.1232
culture,0.1111
market,0.1044
disrespect,0.1021
trade,0.0165
psychology,-0.0023
