tag_name,cosine_similarity
taxes,0.5031
break,0.3780
taxation,0.3636
governance,0.3582
taxes,0.3543
controllers,0.3365
tax,0.3332
disorganization,0.3202
rights,0.3170
pause,0.3015
relax,0.2899
freedom,0.2832
government,0.2727
control,0.2689
bureaucracy,0.2554
verification,0.2453
poverty,0.2449
chaos,0.2359
costs,0.2283
regulations,0.2265
property,0.2190
fear,0.2163
freedom,0.2014
control,0.1748
politics,0.1559
emission,0.1509
nobility,0.1265
mismanagement,0.1227
politics,0.1002
inevitability,-0.0172
