tag_name,cosine_similarity
influencers,0.4685
celebrities,0.4597
influencers,0.4157
conversation,0.3972
marketing,0.3970
break,0.3686
women,0.3648
scandal,0.3615
teenagers,0.3479
hypergamy,0.3413
models,0.3353
success,0.3178
pause,0.2983
investors,0.2924
influencers,0.2760
politics,0.2592
attraction,0.2582
hollywood,0.2498
secrets,0.2150
fame,0.2077
producers,0.2049
media,0.1992
greed,0.1937
citizens,0.1903
loss,0.1701
fame,0.1693
money,0.1663
ceo,0.1648
economics,0.1615
myth,0.1573
relationships,0.1565
success,0.1517
money,0.1478
exploitation,0.1460
europe,0.1452
CPT,0.1337
internet,0.1307
success,0.1095
sexuality,0.1011
backfire,0.0924
controversy,0.0877
influencer,0.0855
media,0.0660
beauty,0.0549
controversy,0.0189
