tag_name,cosine_similarity
polishculture,0.9036
entertainment industry,0.9023
gamingstudio,0.9012
Rings of Power,0.9006
crisis,0.9004
economy,0.9003
fanreaction,0.8998
stock market,0.8993
billionaires,0.8984
creativity,0.8979
entertainment,0.8978
tech industries,0.8972
massculture,0.8967
Peter Jackson,0.8966
psychology,0.8962
economics,0.8957
cinema,0.8953
studios,0.8943
finance,0.8937
scandal,0.8928
investments,0.8927
real estate,0.8926
investment,0.8925
pandemic,0.8913
valuation,0.8897
Hollywood,0.8892
shares,0.8842
wealth,0.8817
radio,0.8809
Sapkowski,0.8809
China,0.8802
Tesla,0.8800
Tolkien,0.8794
Apple,0.8788
Disney,0.8765
Meta,0.8762
Amazon,0.8762
Netflix,0.8754
Wiedźmin,0.8635
