tag_name,cosine_similarity
politics,0.4905
economics,0.4181
corruption,0.3876
economy,0.3709
war,0.3583
elections,0.3580
government,0.3515
forecasts,0.3324
predictions,0.3257
pandemic,0.3205
finance,0.3073
history,0.2977
peace,0.2891
media,0.2844
experts,0.2763
money,0.2635
europe,0.2606
refugees,0.2553
funds,0.2282
truth,0.2276
speculation,0.2237
covid,0.2172
regulations,0.2167
power,0.2118
myths,0.2060
safety,0.2041
knowledge,0.2019
2023,0.1991
health,0.1687
control,0.1633
pressure,0.1593
china,0.1547
bitcoin,0.1474
housing,0.1363
sheep,0.0953
realestate,0.0496
shepherd,0.0354
