tag_name,cosine_similarity
inflation,0.4497
investing,0.4397
crisis,0.4169
investments,0.4035
investing,0.3982
savings,0.3808
wealth,0.3611
stock,0.3605
billionaire,0.3583
economics,0.3548
investing,0.3502
investments,0.3464
finance,0.3377
cash,0.3345
billion,0.3219
finance,0.3173
fear,0.3137
predictions,0.3074
pessimism,0.2813
wealth,0.2711
economics,0.2455
cash,0.2420
dollar,0.2339
war,0.2228
investments,0.2196
money,0.2156
finance,0.1623
collapse,0.1591
reasoning,0.1452
economy,0.1195
growth,0.1126
buffett,0.1076
mental,0.1058
