tag_name,cosine_similarity
russia,0.4722
russia,0.4720
russia,0.4440
war,0.4394
russia,0.4203
russia,0.4163
russia,0.4082
russia,0.3951
sanctions,0.3887
economy,0.3453
russia,0.3382
economy,0.3302
debt,0.3221
sanctions,0.3193
russia,0.3132
russia,0.3057
russia,0.2962
africa,0.2841
economy,0.2708
economy,0.2699
economy,0.2697
sanctions,0.2617
economy,0.2426
economy,0.2401
war,0.2363
economy,0.2236
money,0.2082
military,0.1933
gold,0.1916
brazil,0.1907
economy,0.1810
finance,0.1512
conspiracy,0.1245
energy,0.0809
power,0.0661
brics,0.0321
