tag_name,cosine_similarity
forecasts,0.5492
war,0.4457
economy,0.4022
forecast,0.4004
politics,0.3993
cryptocurrency,0.3937
sheep,0.3796
virus,0.3774
radio,0.3606
optimism,0.3569
pandemic,0.3453
politics,0.3423
corruption,0.3390
russia,0.3383
covid,0.3314
business,0.3298
banksterism,0.3218
europe,0.3192
prediction,0.2950
war,0.2817
refugees,0.2794
expert,0.2772
music,0.2728
europe,0.2727
propaganda,0.2720
economics,0.2694
interview,0.2626
economy,0.2556
pandemic,0.2555
propaganda,0.2532
bitcoin,0.2518
vaccine,0.2470
business,0.2448
regulation,0.2446
economy,0.2387
realestate,0.2387
management,0.2181
growth,0.2177
speculation,0.2150
economy,0.2052
lobbying,0.2035
foundations,0.2030
corruption,0.1971
politics,0.1938
freedom,0.1885
pandemic,0.1834
economy,0.1750
fundraising,0.1659
world,0.1640
fear,0.1618
conflict,0.1603
conflict,0.1533
politics,0.1486
war,0.1474
economy,0.1403
psychology,0.1341
politics,0.1333
science,0.1318
myth,0.1261
controversy,0.1226
finance,0.1174
power,0.1158
constitution,0.1133
skepticism,0.1051
covid,0.0707
euromandate,0.0692
officials,0.0652
finance,0.0225
money,0.0011
