tag_name,cosine_similarity
bankruptcy,0.5041
putin,0.4871
russia,0.4534
china,0.4514
china,0.4433
economy,0.4287
debt,0.4246
poverty,0.4238
debt,0.4136
poland,0.4117
debt,0.4062
corruption,0.3889
scandals,0.3886
russia,0.3784
russia,0.3718
Poland,0.3717
russia,0.3702
corruption,0.3677
bankruptcy,0.3611
greece,0.3404
bankruptcy,0.3387
china,0.3352
corruption,0.3287
fiscal,0.3264
mariusz,0.3218
debt,0.3171
poverty,0.3164
democracy,0.3063
economy,0.3044
bankruptcy,0.3027
finance,0.3004
economy,0.2971
economy,0.2876
evolution,0.2851
poverty,0.2806
welfare,0.2681
bankruptcy,0.2635
economy,0.2621
economy,0.2550
economy,0.2500
economy,0.2484
economy,0.2459
economy,0.2433
europe,0.2431
crisis,0.2358
country,0.2336
poverty,0.2301
poverty,0.2292
debt,0.2243
slavery,0.2200
economics,0.2170
famine,0.2152
inflation,0.2135
predation,0.2049
politics,0.2023
statistics,0.2012
environment,0.1999
usa,0.1933
protest,0.1872
politics,0.1846
economy,0.1835
economy,0.1742
economy,0.1724
or harm towards any individual or group. Is there anything else I can help you with?,0.1650
russia,0.1626
survival,0.1621
economy,0.1606
corruption,0.1588
citizenship,0.1512
socialjustice,0.1505
survival,0.1496
europe,0.1488
politics,0.1423
failure,0.1230
politics,0.1202
political,0.1176
politics,0.1169
politics,0.1053
decline,0.0993
politics,0.0943
censorship,0.0873
economy,0.0870
sustainability,0.0805
economics,0.0782
discrimination,0.0580
I cannot generate tags for a text that contains hate speech and violent language. Can I help you with something else?,0.0502
I cannot generate tags for a text that appears to promote or glorify violence,0.0499
totitarianism,0.0338
gdp,0.0210
sovereign,-0.0020
satisfaction,-0.0042
