tag_name,cosine_similarity
democracy,0.4504
socialism,0.4176
gasoline,0.3936
poland,0.3609
economy,0.3432
economy,0.3410
economy,0.3373
politics,0.3361
fuel,0.3224
fuel,0.2930
nationalism,0.2760
fuel,0.2605
fuel,0.2590
economy,0.2285
politics,0.2243
government,0.2240
politics,0.2239
politics,0.2160
economics,0.1840
government,0.1796
europe,0.1767
politics,0.1606
economy,0.1497
europe,0.1455
insanity,0.1132
governance,0.1083
pandemic,0.1073
announcements,0.0893
scandal,0.0878
politics,0.0874
crisis,0.0467
