tag_name,cosine_similarity
corruption,0.4624
police,0.4091
scams,0.3871
fraud,0.3856
europolitics,0.3619
corruption,0.3454
fraud,0.3428
scams,0.3422
police,0.3390
judiciary,0.3386
corruption,0.3298
taxes,0.3291
economy,0.3212
corruption,0.3103
economy,0.3033
fraud,0.2995
mafia,0.2865
scam,0.2776
scandal,0.2765
fraud,0.2743
scandal,0.2670
politics,0.2572
taxes,0.2463
fraud,0.2196
law,0.2167
politics,0.1632
finance,0.1632
scam,0.1629
economics,0.1514
regulation,0.1508
ambergold,0.1492
security,0.1428
politics,0.1350
failure,0.1112
finance,0.0786
future,-0.0100
