tag_name,cosine_similarity
stock-market,0.5309
market-decline,0.5143
fundacja wiecej madrosci,0.5114
world situation,0.4801
2022,0.4543
boxoffice,0.4532
pandemic,0.4398
Geralt,0.4350
no_tags,0.4248
Sapkowski,0.4186
billionaires,0.3941
film industry,0.3910
factory problems,0.3841
peter-jackson,0.3745
trade-war,0.3601
finance,0.3565
absurdity,0.3437
protests,0.3428
chip shortage,0.3389
psychology,0.3348
business,0.3295
economy,0.3290
economics,0.3278
asset valuation,0.3266
real estate,0.3251
entrepreneurship,0.3232
mass culture,0.3228
shares,0.3181
economic,0.3165
wealth,0.3160
industry,0.3148
situation,0.3132
china,0.3125
money,0.3054
uncertainty,0.3053
poland,0.3019
losses,0.2991
controversy,0.2974
economist,0.2953
netflix,0.2916
apple,0.2897
battery availability,0.2885
culture,0.2885
success,0.2883
usa,0.2883
markets,0.2878
bankruptcy,0.2876
criticism,0.2859
consumer,0.2857
automotive,0.2856
product,0.2848
history,0.2827
radio,0.2827
corporate,0.2827
tesla,0.2824
frustration,0.2811
growth,0.2761
amazon,0.2742
government,0.2731
threat,0.2725
tolkien,0.2719
clients,0.2717
investors,0.2708
loss,0.2688
factory,0.2680
media,0.2677
influence,0.2666
car,0.2658
hollywood,0.2650
billionaire,0.2643
disney,0.2613
meeting,0.2587
demand,0.2574
transmission,0.2569
crisis,0.2547
gaming,0.2531
investment,0.2509
profits,0.2484
fortune,0.2482
humor,0.2481
valuation,0.2454
stocks,0.2453
meta,0.2376
comparison,0.2364
broadcast,0.2350
market,0.2329
bargain,0.2306
standard,0.2288
purchase,0.2259
sale,0.2241
production,0.2186
expectation,0.2185
stations,0.2159
tv,0.2009
entertainment,0.1841
budget,0.1760
studios,0.1398
cinema,0.0933
