tag_name,cosine_similarity
end-of-the-world,0.5967
end-of-world,0.5654
sarah-the-witcher,0.5460
end_of_world,0.5110
ideologies,0.5027
lord of the rings,0.4848
the-witcher,0.4732
jeff-bezos,0.4666
dystopia,0.4476
political commissars,0.4388
climate change,0.4205
star-wars,0.4182
film criticism,0.4120
doomsday,0.4042
henry-cavill,0.4038
power struggle,0.4022
studio politics,0.3988
audience reception,0.3853
sexual orientation,0.3846
cultural diversity,0.3753
media_production,0.3747
slogans,0.3634
film-industry,0.3598
bought-reviews,0.3589
destruction,0.3574
stefaniak,0.3531
box office,0.3468
box_office,0.3451
modesty,0.3395
viewership,0.3391
mindset,0.3333
peter-jackson,0.3271
paradoxes,0.3196
george-lucas,0.3191
finance,0.3007
politics,0.2994
tyrants,0.2919
movie success,0.2860
decisions,0.2838
woke,0.2816
mariusz,0.2806
industry,0.2768
business,0.2745
ideology,0.2724
propaganda,0.2707
corruption,0.2699
socialism,0.2672
situation,0.2665
values,0.2642
streaming_services,0.2622
better living,0.2612
acting,0.2606
economic,0.2598
tv_series,0.2590
blockbuster,0.2590
movie,0.2560
catastrophe,0.2547
theft,0.2533
end,0.2527
dollars,0.2520
equality,0.2516
culture,0.2512
change,0.2507
economist,0.2502
symbolism,0.2493
history,0.2459
open society,0.2449
apocalypse,0.2436
million,0.2427
criticism,0.2376
success,0.2376
interview,0.2336
adaptation,0.2329
gender,0.2325
billion,0.2299
amazon,0.2298
steel,0.2295
slaughter,0.2293
representation,0.2290
scam,0.2283
bankruptcy,0.2275
earnings,0.2274
profit,0.2253
media,0.2253
radio,0.2251
flop,0.2247
power,0.2236
extended,0.2228
hollywood,0.2213
trilogy,0.2201
car,0.2198
communism,0.2182
repeat,0.2171
workers,0.2160
divided,0.2158
doom,0.2151
financial,0.2138
shop,0.2134
competence,0.2111
oscar,0.2106
victims,0.2085
audience,0.2072
funding,0.2061
oppression,0.2056
implementation,0.2056
affect,0.2050
rating,0.2046
analysis,0.2023
society,0.1997
viewer,0.1981
profits,0.1963
production,0.1915
media portrayal,0.1911
apocalyptic,0.1900
comparison,0.1888
parrot,0.1881
investments,0.1780
critic,0.1708
quality,0.1570
tv,0.1567
entertainment,0.1421
film,0.1414
budget,0.1353
television,0.1180
series,0.0756
