tag_name,cosine_similarity
economy-collapse,0.5395
sacrifice,0.2728
closure,0.2166
hearing,0.2311
war,0.2430
interview,0.2521
wars,0.2063
dust,0.2846
finance,0.3330
official,0.2187
opportunity,0.2383
illegal Dumping,0.4564
stress,0.2802
president,0.2575
morality,0.2534
2049,0.4095
environmental-policy,0.4009
aggression,0.2283
corruption,0.3027
environmental-impact,0.3627
comparison,0.2118
mines,0.2414
trade relations,0.3021
international,0.2495
coal,0.2406
economic-analysis,0.4431
annexation,0.1930
furnaces,0.3926
efficiency,0.2580
classification,0.2198
eu-commitments,0.3662
borders,0.1975
carbon-emissions,0.3278
geo-politics,0.4063
india,0.2813
policy,0.2794
energy,0.2428
engineering,0.3104
strategy,0.2679
development,0.2182
Poland,0.2752
foreign policy,0.3790
crisis,0.2139
consistency,0.2533
poland,0.2752
government,0.2536
independence,0.2322
mortality rates,0.4338
fossil-fuels,0.4290
energy-policy,0.4379
prices,0.2444
politics,0.3277
metal-processing,0.4028
economics,0.3110
air_pollution,0.4676
control,0.2239
genocide,0.2969
health-reasons,0.2976
coal-price,0.4811
action,0.2440
accountability,0.3088
climate-change,0.4167
costs,0.2467
economy,0.3183
china,0.2881
scientific-papers,0.3300
industry,0.2855
cast-iron,0.3152
university,0.2511
military,0.2412
major-changes,0.3142
international relations,0.4089
usa,0.2644
communication,0.2767
transformation,0.2270
import,0.2419
drama,0.1632
exports,0.2800
geography,0.2212
climate change,0.4342
radio,0.2481
raw_materials,0.4550
suicide,0.2346
thread,0.1787
diplomacy,0.3289
public health,0.3325
cost,0.2205
depression,0.2595
buying,0.2150
music,0.1945
collapse,0.2430
anthracite,0.4575
subsidies,0.2254
treaty,0.2361
foundation,0.2437
economic-problems,0.4523
environment,0.2927
economic,0.2947
mining,0.2589
situation,0.2792
trade,0.2615
energy sources,0.3117
urban pollution,0.4726
business,0.2889
pandemic,0.4202
waste_management,0.4468
financial,0.2346
russia,0.2674
quality,0.1724
market,0.1950
bankruptcy,0.2556
profit,0.2529
pollution,0.2746
newspaper,0.2318
starvation,0.2828
hunger,0.2865
energy-transition,0.3833
coke,0.2481
conflict,0.2756
ukraine,0.3162
extraction,0.2270
europe,0.1964
imports,0.2634
modern weapons,0.4177
sanctions,0.2148
inflation,0.2929
ethics,0.2835
standard,0.1963
factor,0.2140
fossil fuels,0.4534
exploitation,0.2832
solidarity,0.2905
value,0.2365
