tag_name,cosine_similarity
secrecy,0.2514
housing-market,0.4173
covid-19,0.4245
experts,0.2640
public-fear,0.4544
forecasting,0.3781
society,0.2166
power,0.2403
threat,0.2454
war,0.2407
interview,0.2668
finance,0.3389
pressure,0.2401
discovery,0.2569
biology,0.2941
forecast,0.2351
2023,0.4254
global_events,0.4075
international-relations,0.3991
learning,0.2456
corruption,0.2938
officials,0.2597
democracy,0.3248
investment,0.2216
legal,0.2785
myth,0.2623
predictions,0.2366
unpredictability,0.5061
guest,0.2115
constitution,0.3124
money,0.2583
financialist,0.3637
eu,0.2483
reality,0.2960
manager,0.2848
european parliamentarians,0.4902
expertise,0.2291
complexity,0.2714
governance,0.3018
health,0.2503
financial gains,0.2971
crisis,0.2196
contracts,0.2494
poland,0.2700
fuel prices,0.4057
government,0.2547
national bank,0.3315
media,0.2506
evidence,0.2797
world war iii,0.3551
global impact,0.4444
politics,0.3275
economist,0.2663
speculation,0.2239
restriction,0.1928
conformity,0.2243
economics,0.3091
virus,0.2508
review,0.1817
truth,0.2593
professional-life,0.3751
elections,0.2301
disease,0.2090
economy,0.3060
china,0.2831
presidency,0.2480
military,0.2412
debunking,0.5772
disaster,0.2722
refugees,0.2207
safety,0.2490
author,0.2275
transformation,0.2282
communication,0.2829
european union,0.3548
mass media,0.2645
world_opinion,0.4219
european-finance,0.4368
intelligence,0.2651
marketing,0.3066
bitcoin,0.3386
perception,0.2755
radio,0.2547
specialist,0.1847
health policy,0.4102
expert,0.2038
scale,0.2069
sheep herd scheme,0.3916
real-estate,0.3480
transparency,0.2492
us-governance,0.5156
history,0.2584
coincidence,0.2732
music,0.1990
political analysis,0.4840
opinion,0.2191
perspective,0.2498
audition,0.2455
foundation,0.2521
outrage,0.2324
regulation,0.2255
cryptocurrency,0.5007
european-funds,0.3737
covid,0.3303
2022,0.4241
sheep,0.2268
leadership,0.2904
graduate-education,0.3369
business,0.2979
mariusz-stefaniak,0.4339
pandemic,0.4249
international issues,0.3356
financial,0.2430
russia,0.2639
rebellion,0.2545
market,0.1977
governments,0.3077
funds-management,0.4076
profit,0.2476
conflict,0.2735
ukraine,0.3036
encouragement,0.2068
law,0.2911
losses,0.2630
authority,0.2383
decision,0.2626
inflation,0.2831
Mariusz_Stefaniak,0.4987
public information,0.2374
investigation,0.1948
freedom,0.2540
vaccines,0.2242
science,0.2910
innovation,0.2835
