tag_name,cosine_similarity
investing,0.4934
Fraud,0.4853
theft,0.4666
Investment,0.4373
SamBankman,0.4353
crypto,0.4309
Corruption,0.4145
economy,0.4094
economics,0.4028
StockMarket,0.4020
Fraud,0.3879
revolution,0.3768
bitcoin,0.3727
fraud,0.3707
bankman,0.3667
investor,0.3581
Capital,0.3493
investors,0.3478
Ethics,0.3456
fraud,0.3421
corporations,0.3350
Economy,0.3225
timing,0.3189
corruption,0.3106
lenin,0.3099
NaziGermany,0.3001
HonestyInBusiness,0.2978
amazon,0.2922
Income,0.2845
Market,0.2782
Honesty,0.2745
economics,0.2731
misinformation,0.2707
ethics,0.2684
Market,0.2676
Conspiracy,0.2606
consumerism,0.2600
crisis,0.2580
Deficit,0.2577
Investing,0.2514
prediction,0.2506
Economics,0.2442
ideologies,0.2437
Crisis,0.2436
AmericanBillionaires,0.2430
corruption,0.2405
investors,0.2386
Money,0.2385
regimechange,0.2361
Corruption,0.2312
Accounts,0.2253
War,0.2249
Money,0.2229
Cash,0.2226
anti-corruption,0.2205
Debt,0.2202
Politics,0.2112
Globalization,0.2033
scams,0.2031
Business,0.1957
Economy,0.1931
amazon,0.1919
statistics,0.1914
Money,0.1888
"""America",0.1864
prison,0.1843
scam,0.1823
politics,0.1765
Money,0.1726
Amazon,0.1698
Economy,0.1677
Business,0.1615
Balance,0.1605
scenario,0.1574
Idiocracy,0.1481
Money,0.1456
Amazon,0.1438
government,0.1382
Politics,0.1372
scam,0.1333
blame,0.1286
economy,0.1262
Trial,0.1220
Economy,0.1209
Honesty,0.1179
Politics,0.1104
Deficit,0.1073
Technology,0.1024
trust,0.1010
Leadership,0.0995
Business,0.0959
"Absurdity""",0.0947
Amazon,0.0935
verification,0.0920
accounts,0.0828
Energy,0.0820
finance,0.0729
court,0.0671
abuse,0.0617
protest,0.0602
There is no relevant tag from the provided list for this text.,0.0499
EU,0.0353
2023,0.0328
schemes,0.0176
Aging,-0.0702
