tag_name,cosine_similarity
Russia,0.5158
Ukraine,0.5122
RacialProfiling,0.4018
"""Economy",0.3865
Racism,0.3758
Crime,0.3471
Ukraine,0.3303
Conflict,0.3046
Debt,0.2700
Violence,0.2662
America,0.2561
Economics,0.2324
War,0.2299
immigration,0.2298
Economy,0.2218
Weapons,0.2202
Media,0.2132
Weapons,0.1985
absurdity,0.1704
"Crisis""",0.1697
poverty,0.1563
Police,0.1506
violence,0.1333
Market,0.1283
US,0.1136
Christmas,0.1091
Culture,0.1070
america,0.1022
media,0.0937
2023,0.0494
RealEstate,0.0492
Market,0.0378
UnitedStates,0.0254
