tag_name,cosine_similarity
coal,0.4992
FuelPrices,0.4453
War,0.4418
Market,0.4106
Economy,0.3978
Debt,0.3765
Coal,0.3649
Market,0.3366
Ukraine,0.3233
EnergyMarket,0.2691
Economics,0.2527
Market,0.2417
speculation,0.2298
Politics,0.2297
EnergyMarket,0.2285
Corruption,0.2269
Market,0.2254
Energy,0.2205
Heating,0.2169
Energy,0.2136
Crisis,0.1963
Manipulation,0.1925
Market,0.1883
Discussion,0.1833
Wealth,0.1826
Economy,0.1786
Market,0.1720
Energy,0.1687
Energy,0.1656
Money,0.1592
Energy,0.1582
Energy,0.1542
Lies,0.1527
Discussion,0.1523
Discussion,0.1517
Energy,0.1515
Energy,0.1513
Energy,0.1513
Discussion,0.1481
energy,0.1313
energy,0.1291
Money,0.1280
energy,0.1265
Energy,0.1224
HeatPumps,0.1189
Conflict,0.1127
Economy,0.1121
Market,0.1116
Money,0.1107
Politics,0.1101
HeatPumps,0.1083
Market,0.1046
Market,0.1023
Market,0.1015
Money,0.0875
discussion,0.0873
discussion,0.0871
market,0.0693
market,0.0683
Sanctions,0.0661
Weapons,0.0635
money,0.0633
Debt,0.0567
market,0.0565
Gazprom,0.0432
War,0.0232
Deficit,0.0081
Covid19,-0.0468
EU,-0.0810
EU,-0.1007
EU,-0.1113
