tag_name,cosine_similarity
Influencers,0.5431
"""models",0.4903
PandoraGate,0.4774
ads,0.4325
Scandal,0.3973
conversation,0.3972
Advertising,0.3968
""" ""actresses",0.3486
Poland,0.3349
pause,0.2983
influencers,0.2936
Money,0.2859
Influencer,0.2756
actors,0.2649
Economy,0.2570
#Hollywood,0.2563
silence,0.2502
Actors,0.2465
#Women,0.2359
Money,0.2224
economics,0.2164
marketing,0.2094
popularity,0.2071
education,0.2026
economics,0.2010
media,0.1992
celebrity,0.1920
ordinary citizens,0.1754
money,0.1748
influencers,0.1738
""" ""careers""",0.1735
#corruption,0.1629
history,0.1605
money,0.1578
Culture,0.1561
science,0.1529
advertising,0.1518
CPT,0.1337
Influencers,0.1301
crisis,0.1008
corruption,0.0887
abuse,0.0594
Absurdity,0.0443
Aging,0.0408
economics,0.0389
