tag_name,cosine_similarity
War,0.4948
Palestinians,0.4588
War,0.4441
Ukraine,0.4418
Ukraine,0.4320
russia,0.4118
Ukraine,0.4097
Currency,0.4091
Russia,0.4050
Ukraine,0.4034
sanctions,0.4033
Ukraine,0.3919
Zelensky,0.3881
war,0.3881
Corruption,0.3715
economics,0.3664
Ukraine,0.3527
war,0.3496
Russia,0.3485
russia,0.3481
Ukraine,0.3403
Conflict,0.3392
Economy,0.3281
NATO,0.3281
commodities,0.3278
Corruption,0.3226
Reconstruction,0.3203
"""Hitler",0.3179
Economy,0.3169
Africa,0.3137
Economics,0.3086
Economy,0.3083
Aid,0.3005
War,0.2937
War,0.2929
War,0.2868
Economics,0.2814
gold,0.2805
Weapons,0.2722
financial,0.2602
Society,0.2517
war,0.2494
corruption,0.2490
aggression,0.2451
Economy,0.2275
Ukraine,0.2211
gold,0.2198
War,0.2106
Oil,0.2026
War,0.1964
economics,0.1828
War,0.1824
power,0.1799
debt,0.1730
USA,0.1714
"Poland""",0.1682
Sudan,0.1667
US,0.1648
Market,0.1620
interference,0.1617
War,0.1555
market,0.1546
Money,0.1507
EU,0.1493
politics,0.1492
revolution,0.1412
war,0.1320
Economics,0.1294
UnitedStates,0.1276
energy,0.1227
arms,0.1181
Money,0.1073
Katyn,0.1016
abuse,0.0802
division,0.0782
Economy,0.0718
orange,0.0558
2023,0.0321
politics,0.0286
defense,0.0215
business,0.0205
Politics,0.0197
Aggression,0.0016
Covid19,-0.0358
