tag_name,cosine_similarity
Sheep,0.5038
War,0.4987
bitcoin,0.4717
Politics,0.4037
experts,0.4006
Cryptocurrency,0.3875
EuropeanUnion,0.3701
radio,0.3458
podcast,0.3301
regulations,0.3276
Corporations,0.3259
Market,0.3222
Pandemic,0.3168
vaccines,0.3148
politics,0.3011
economics,0.2996
Corruption,0.2959
prediction,0.2950
interview,0.2906
Economics,0.2890
Ukraine,0.2828
Economics,0.2745
europe,0.2584
Economy,0.2566
prohibitions,0.2391
Business,0.2382
Media,0.2368
Ukraine,0.2360
market,0.2309
economy,0.2254
Pandemic,0.2202
speculation,0.2157
Prediction,0.2148
market,0.2035
Market,0.2032
Politics,0.1986
corruption,0.1971
Finance,0.1944
corruption,0.1857
money,0.1837
Economy,0.1828
Threat,0.1816
crisis,0.1745
Crisis,0.1727
governance,0.1697
Money,0.1611
War,0.1606
Power,0.1547
Economy,0.1517
Aggression,0.1482
politics,0.1458
Politics,0.1438
Covid19,0.1301
Money,0.1211
USA,0.1082
Money,0.1002
contracts,0.0993
money,0.0967
eu,0.0959
China,0.0920
Economy,0.0887
abuse,0.0678
EU,0.0518
promotion,0.0493
absurdist,0.0491
Finance,0.0263
access,0.0021
FinancialLinks,-0.0155
accounts,-0.0314
