tag_name,cosine_similarity
tesla,0.5150
Tesla,0.4848
China,0.4281
Cinema,0.3882
Finance,0.3739
radio,0.3608
cinema,0.3586
Crisis,0.3398
Culture,0.3391
products,0.3355
cars,0.3329
China,0.3257
Cinema,0.3240
Books,0.3120
Crisis,0.3080
Movies,0.3055
Market,0.2991
Wealth,0.2958
economics,0.2829
success,0.2800
Economics,0.2692
investors,0.2666
Crisis,0.2625
Debt,0.2607
Companies,0.2604
Economy,0.2581
absurdity,0.2525
money,0.2362
World,0.2266
market,0.2199
Entertainment,0.2141
Deficit,0.2082
accounts,0.1942
Economy,0.1894
Failure,0.1771
Economy,0.1662
TradeWar,0.1656
media,0.1624
USA,0.1605
Markets,0.1581
economics,0.1580
actors,0.1550
Absurdity,0.1445
Money,0.1369
advertising,0.1360
corruption,0.1298
china,0.1285
www,0.1280
Losses,0.1218
threats,0.1208
Culture,0.0945
absurdist,0.0524
"adaptation""",0.0405
"""abuse",0.0354
Amazon,-0.0230
