tag_name,cosine_similarity
blood,0.4867
History,0.4827
Patriotism,0.4546
Ukraine,0.4077
Economy,0.3491
Ukraine,0.3280
Inflation,0.2951
donation,0.2910
economy,0.2718
Knowledge,0.2651
oligarchs,0.2638
Economics,0.2599
Absurdity,0.1960
"""abandonment""",0.1931
"""absurdity""",0.1930
money,0.1865
idiocy,0.1860
Prediction,0.1820
Money,0.1713
LogicalThinking,0.1600
corruption,0.1594
EU,0.1437
War,0.1384
aging,0.1349
rules,0.1138
Market,0.1012
"""aging""",0.0822
Inevitable,0.0678
autism,0.0670
anger,0.0635
